,from,to
620,"{""name"": ""Location620 in Rectangle 1"", ""coordinates"": [105.603816, 19.529963]}","{""name"": ""Location620 in Rectangle 1"", ""coordinates"": [100.99783, 19.834794]}"
621,"{""name"": ""Location621 in Rectangle 1"", ""coordinates"": [101.358364, 19.69267]}","{""name"": ""Location621 in Rectangle 1"", ""coordinates"": [98.058733, 19.847922]}"
622,"{""name"": ""Location622 in Rectangle 2"", ""coordinates"": [105.596282, 8.555547]}","{""name"": ""Location622 in Rectangle 1"", ""coordinates"": [102.710368, 19.683686]}"
623,"{""name"": ""Location623 in Rectangle 1"", ""coordinates"": [103.106399, 20.060006]}","{""name"": ""Location623 in Rectangle 2"", ""coordinates"": [102.129824, 8.387951]}"
624,"{""name"": ""Location624 in Rectangle 1"", ""coordinates"": [102.769751, 19.849395]}","{""name"": ""Location624 in Rectangle 1"", ""coordinates"": [98.640217, 19.884933]}"
625,"{""name"": ""Location625 in Rectangle 1"", ""coordinates"": [98.271008, 19.866808]}","{""name"": ""Location625 in Rectangle 2"", ""coordinates"": [102.854528, 8.409704]}"
626,"{""name"": ""Location626 in Rectangle 1"", ""coordinates"": [102.441532, 19.652852]}","{""name"": ""Location626 in Rectangle 1"", ""coordinates"": [105.178949, 19.805901]}"
627,"{""name"": ""Location627 in Rectangle 1"", ""coordinates"": [102.040137, 19.731733]}","{""name"": ""Location627 in Rectangle 2"", ""coordinates"": [97.983433, 8.577644]}"
628,"{""name"": ""Location628 in Rectangle 2"", ""coordinates"": [100.04453, 8.547487]}","{""name"": ""Location628 in Rectangle 2"", ""coordinates"": [101.24555, 8.533003]}"
629,"{""name"": ""Location629 in Rectangle 1"", ""coordinates"": [104.698202, 19.80038]}","{""name"": ""Location629 in Rectangle 1"", ""coordinates"": [106.34984, 19.801106]}"
630,"{""name"": ""Location630 in Rectangle 2"", ""coordinates"": [101.919765, 8.497872]}","{""name"": ""Location630 in Rectangle 2"", ""coordinates"": [103.999677, 8.386887]}"
631,"{""name"": ""Location631 in Rectangle 2"", ""coordinates"": [99.394922, 8.458218]}","{""name"": ""Location631 in Rectangle 2"", ""coordinates"": [103.311169, 8.562991]}"
632,"{""name"": ""Location632 in Rectangle 1"", ""coordinates"": [97.367775, 19.852226]}","{""name"": ""Location632 in Rectangle 2"", ""coordinates"": [102.818075, 8.551881]}"
633,"{""name"": ""Location633 in Rectangle 2"", ""coordinates"": [100.420949, 8.490826]}","{""name"": ""Location633 in Rectangle 1"", ""coordinates"": [104.180299, 19.470724]}"
634,"{""name"": ""Location634 in Rectangle 2"", ""coordinates"": [98.333392, 8.504304]}","{""name"": ""Location634 in Rectangle 1"", ""coordinates"": [102.655749, 19.540359]}"
635,"{""name"": ""Location635 in Rectangle 1"", ""coordinates"": [104.109651, 19.98882]}","{""name"": ""Location635 in Rectangle 1"", ""coordinates"": [100.230694, 19.617824]}"
636,"{""name"": ""Location636 in Rectangle 2"", ""coordinates"": [106.009993, 8.505313]}","{""name"": ""Location636 in Rectangle 1"", ""coordinates"": [106.367698, 19.953582]}"
637,"{""name"": ""Location637 in Rectangle 2"", ""coordinates"": [101.607717, 8.557839]}","{""name"": ""Location637 in Rectangle 2"", ""coordinates"": [100.306921, 8.450434]}"
638,"{""name"": ""Location638 in Rectangle 2"", ""coordinates"": [100.279447, 8.447794]}","{""name"": ""Location638 in Rectangle 2"", ""coordinates"": [104.65914, 8.533506]}"
639,"{""name"": ""Location639 in Rectangle 1"", ""coordinates"": [103.362569, 20.099729]}","{""name"": ""Location639 in Rectangle 2"", ""coordinates"": [103.706856, 8.571153]}"
640,"{""name"": ""Location640 in Rectangle 2"", ""coordinates"": [105.097776, 8.478333]}","{""name"": ""Location640 in Rectangle 1"", ""coordinates"": [100.338779, 19.825892]}"
641,"{""name"": ""Location641 in Rectangle 1"", ""coordinates"": [105.112241, 20.016564]}","{""name"": ""Location641 in Rectangle 2"", ""coordinates"": [100.433082, 8.52492]}"
642,"{""name"": ""Location642 in Rectangle 1"", ""coordinates"": [98.382829, 19.678241]}","{""name"": ""Location642 in Rectangle 1"", ""coordinates"": [100.85941, 19.645725]}"
643,"{""name"": ""Location643 in Rectangle 1"", ""coordinates"": [105.602154, 20.096838]}","{""name"": ""Location643 in Rectangle 2"", ""coordinates"": [99.639901, 8.382371]}"
644,"{""name"": ""Location644 in Rectangle 2"", ""coordinates"": [99.815803, 8.507699]}","{""name"": ""Location644 in Rectangle 2"", ""coordinates"": [104.143243, 8.486506]}"
645,"{""name"": ""Location645 in Rectangle 1"", ""coordinates"": [100.486145, 19.474148]}","{""name"": ""Location645 in Rectangle 1"", ""coordinates"": [97.918156, 19.598093]}"
646,"{""name"": ""Location646 in Rectangle 2"", ""coordinates"": [102.942687, 8.45744]}","{""name"": ""Location646 in Rectangle 2"", ""coordinates"": [98.06108, 8.525913]}"
647,"{""name"": ""Location647 in Rectangle 1"", ""coordinates"": [102.103849, 19.948607]}","{""name"": ""Location647 in Rectangle 1"", ""coordinates"": [105.272664, 19.818394]}"
648,"{""name"": ""Location648 in Rectangle 1"", ""coordinates"": [103.791258, 19.891824]}","{""name"": ""Location648 in Rectangle 1"", ""coordinates"": [106.380442, 19.795684]}"
649,"{""name"": ""Location649 in Rectangle 2"", ""coordinates"": [103.727371, 8.468512]}","{""name"": ""Location649 in Rectangle 2"", ""coordinates"": [104.159513, 8.398249]}"
650,"{""name"": ""Location650 in Rectangle 2"", ""coordinates"": [98.128979, 8.470923]}","{""name"": ""Location650 in Rectangle 2"", ""coordinates"": [99.156595, 8.573244]}"
651,"{""name"": ""Location651 in Rectangle 1"", ""coordinates"": [99.951722, 19.521211]}","{""name"": ""Location651 in Rectangle 2"", ""coordinates"": [105.178035, 8.397665]}"
652,"{""name"": ""Location652 in Rectangle 2"", ""coordinates"": [102.720033, 8.435064]}","{""name"": ""Location652 in Rectangle 2"", ""coordinates"": [99.190695, 8.547222]}"
653,"{""name"": ""Location653 in Rectangle 1"", ""coordinates"": [102.024763, 19.648624]}","{""name"": ""Location653 in Rectangle 1"", ""coordinates"": [99.226794, 19.541904]}"
654,"{""name"": ""Location654 in Rectangle 1"", ""coordinates"": [105.514085, 19.563585]}","{""name"": ""Location654 in Rectangle 2"", ""coordinates"": [98.897975, 8.489359]}"
655,"{""name"": ""Location655 in Rectangle 2"", ""coordinates"": [98.62214, 8.510199]}","{""name"": ""Location655 in Rectangle 1"", ""coordinates"": [99.682291, 19.942975]}"
656,"{""name"": ""Location656 in Rectangle 2"", ""coordinates"": [97.537965, 8.407062]}","{""name"": ""Location656 in Rectangle 2"", ""coordinates"": [99.360121, 8.43598]}"
657,"{""name"": ""Location657 in Rectangle 1"", ""coordinates"": [99.127543, 19.968574]}","{""name"": ""Location657 in Rectangle 1"", ""coordinates"": [102.347612, 19.627401]}"
658,"{""name"": ""Location658 in Rectangle 1"", ""coordinates"": [98.972635, 19.864234]}","{""name"": ""Location658 in Rectangle 1"", ""coordinates"": [104.509983, 19.608304]}"
659,"{""name"": ""Location659 in Rectangle 2"", ""coordinates"": [102.228671, 8.473304]}","{""name"": ""Location659 in Rectangle 1"", ""coordinates"": [102.337753, 19.626334]}"
660,"{""name"": ""Location660 in Rectangle 1"", ""coordinates"": [101.49634, 19.698807]}","{""name"": ""Location660 in Rectangle 2"", ""coordinates"": [100.854706, 8.455772]}"
661,"{""name"": ""Location661 in Rectangle 1"", ""coordinates"": [101.210937, 19.784124]}","{""name"": ""Location661 in Rectangle 2"", ""coordinates"": [104.379978, 8.437589]}"
662,"{""name"": ""Location662 in Rectangle 2"", ""coordinates"": [105.730198, 8.426574]}","{""name"": ""Location662 in Rectangle 1"", ""coordinates"": [100.429068, 19.510876]}"
663,"{""name"": ""Location663 in Rectangle 1"", ""coordinates"": [101.683303, 19.856946]}","{""name"": ""Location663 in Rectangle 1"", ""coordinates"": [102.990627, 19.615868]}"
664,"{""name"": ""Location664 in Rectangle 2"", ""coordinates"": [106.025325, 8.560966]}","{""name"": ""Location664 in Rectangle 1"", ""coordinates"": [99.329107, 19.874872]}"
665,"{""name"": ""Location665 in Rectangle 2"", ""coordinates"": [104.169545, 8.399499]}","{""name"": ""Location665 in Rectangle 2"", ""coordinates"": [101.877324, 8.515788]}"
666,"{""name"": ""Location666 in Rectangle 2"", ""coordinates"": [101.430626, 8.470829]}","{""name"": ""Location666 in Rectangle 2"", ""coordinates"": [105.832709, 8.455912]}"
667,"{""name"": ""Location667 in Rectangle 1"", ""coordinates"": [103.055681, 19.51579]}","{""name"": ""Location667 in Rectangle 1"", ""coordinates"": [104.544865, 19.63975]}"
668,"{""name"": ""Location668 in Rectangle 1"", ""coordinates"": [101.789008, 20.018498]}","{""name"": ""Location668 in Rectangle 2"", ""coordinates"": [104.544062, 8.527554]}"
669,"{""name"": ""Location669 in Rectangle 1"", ""coordinates"": [106.041, 19.833326]}","{""name"": ""Location669 in Rectangle 1"", ""coordinates"": [99.281431, 19.468201]}"
670,"{""name"": ""Location670 in Rectangle 2"", ""coordinates"": [100.985911, 8.529342]}","{""name"": ""Location670 in Rectangle 1"", ""coordinates"": [101.539492, 19.990254]}"
671,"{""name"": ""Location671 in Rectangle 1"", ""coordinates"": [101.878029, 19.788629]}","{""name"": ""Location671 in Rectangle 2"", ""coordinates"": [102.436715, 8.386788]}"
672,"{""name"": ""Location672 in Rectangle 2"", ""coordinates"": [99.63148, 8.510986]}","{""name"": ""Location672 in Rectangle 1"", ""coordinates"": [98.144997, 19.630952]}"
673,"{""name"": ""Location673 in Rectangle 1"", ""coordinates"": [102.417573, 19.964358]}","{""name"": ""Location673 in Rectangle 2"", ""coordinates"": [102.968711, 8.577804]}"
674,"{""name"": ""Location674 in Rectangle 1"", ""coordinates"": [104.683421, 19.543014]}","{""name"": ""Location674 in Rectangle 2"", ""coordinates"": [103.415182, 8.544435]}"
675,"{""name"": ""Location675 in Rectangle 1"", ""coordinates"": [104.347535, 19.809801]}","{""name"": ""Location675 in Rectangle 2"", ""coordinates"": [100.143775, 8.584349]}"
676,"{""name"": ""Location676 in Rectangle 2"", ""coordinates"": [105.564028, 8.562121]}","{""name"": ""Location676 in Rectangle 2"", ""coordinates"": [105.003341, 8.565189]}"
677,"{""name"": ""Location677 in Rectangle 1"", ""coordinates"": [105.474771, 19.966528]}","{""name"": ""Location677 in Rectangle 1"", ""coordinates"": [106.423518, 19.9019]}"
678,"{""name"": ""Location678 in Rectangle 1"", ""coordinates"": [102.305535, 19.745666]}","{""name"": ""Location678 in Rectangle 2"", ""coordinates"": [99.486041, 8.448461]}"
679,"{""name"": ""Location679 in Rectangle 1"", ""coordinates"": [103.21155, 19.479735]}","{""name"": ""Location679 in Rectangle 1"", ""coordinates"": [100.222895, 19.964137]}"
680,"{""name"": ""Location680 in Rectangle 2"", ""coordinates"": [102.209537, 8.563623]}","{""name"": ""Location680 in Rectangle 1"", ""coordinates"": [100.511938, 19.737468]}"
681,"{""name"": ""Location681 in Rectangle 1"", ""coordinates"": [105.360183, 19.699769]}","{""name"": ""Location681 in Rectangle 2"", ""coordinates"": [102.860237, 8.489649]}"
682,"{""name"": ""Location682 in Rectangle 1"", ""coordinates"": [105.735507, 19.895633]}","{""name"": ""Location682 in Rectangle 1"", ""coordinates"": [101.753252, 19.502102]}"
683,"{""name"": ""Location683 in Rectangle 1"", ""coordinates"": [97.841016, 19.588731]}","{""name"": ""Location683 in Rectangle 2"", ""coordinates"": [101.647336, 8.574319]}"
684,"{""name"": ""Location684 in Rectangle 2"", ""coordinates"": [102.445608, 8.516671]}","{""name"": ""Location684 in Rectangle 1"", ""coordinates"": [103.156696, 19.770125]}"
685,"{""name"": ""Location685 in Rectangle 1"", ""coordinates"": [97.778606, 19.620826]}","{""name"": ""Location685 in Rectangle 2"", ""coordinates"": [98.161898, 8.556051]}"
686,"{""name"": ""Location686 in Rectangle 2"", ""coordinates"": [103.405129, 8.483851]}","{""name"": ""Location686 in Rectangle 1"", ""coordinates"": [106.369131, 19.87294]}"
687,"{""name"": ""Location687 in Rectangle 1"", ""coordinates"": [100.109484, 19.465353]}","{""name"": ""Location687 in Rectangle 2"", ""coordinates"": [102.30924, 8.597564]}"
688,"{""name"": ""Location688 in Rectangle 2"", ""coordinates"": [104.819631, 8.446132]}","{""name"": ""Location688 in Rectangle 1"", ""coordinates"": [105.171673, 20.085225]}"
689,"{""name"": ""Location689 in Rectangle 1"", ""coordinates"": [103.23221, 19.834495]}","{""name"": ""Location689 in Rectangle 1"", ""coordinates"": [97.361003, 19.45574]}"
690,"{""name"": ""Location690 in Rectangle 1"", ""coordinates"": [101.716392, 20.004258]}","{""name"": ""Location690 in Rectangle 2"", ""coordinates"": [98.292927, 8.551957]}"
691,"{""name"": ""Location691 in Rectangle 1"", ""coordinates"": [105.719452, 20.029344]}","{""name"": ""Location691 in Rectangle 2"", ""coordinates"": [99.824663, 8.459567]}"
692,"{""name"": ""Location692 in Rectangle 2"", ""coordinates"": [98.997773, 8.547722]}","{""name"": ""Location692 in Rectangle 2"", ""coordinates"": [103.299299, 8.506873]}"
693,"{""name"": ""Location693 in Rectangle 2"", ""coordinates"": [98.08888, 8.476042]}","{""name"": ""Location693 in Rectangle 1"", ""coordinates"": [102.428654, 19.47139]}"
694,"{""name"": ""Location694 in Rectangle 1"", ""coordinates"": [102.483307, 19.873848]}","{""name"": ""Location694 in Rectangle 1"", ""coordinates"": [97.971643, 19.765643]}"
695,"{""name"": ""Location695 in Rectangle 1"", ""coordinates"": [98.711399, 20.031668]}","{""name"": ""Location695 in Rectangle 1"", ""coordinates"": [100.128536, 19.947928]}"
696,"{""name"": ""Location696 in Rectangle 1"", ""coordinates"": [101.141884, 19.818185]}","{""name"": ""Location696 in Rectangle 2"", ""coordinates"": [103.350122, 8.514449]}"
697,"{""name"": ""Location697 in Rectangle 2"", ""coordinates"": [102.371503, 8.558701]}","{""name"": ""Location697 in Rectangle 1"", ""coordinates"": [102.439975, 20.041777]}"
698,"{""name"": ""Location698 in Rectangle 1"", ""coordinates"": [103.28629, 19.463477]}","{""name"": ""Location698 in Rectangle 1"", ""coordinates"": [103.547898, 19.877711]}"
699,"{""name"": ""Location699 in Rectangle 2"", ""coordinates"": [105.341896, 8.54695]}","{""name"": ""Location699 in Rectangle 1"", ""coordinates"": [106.15564, 19.957813]}"
700,"{""name"": ""Location700 in Rectangle 2"", ""coordinates"": [105.342175, 8.57452]}","{""name"": ""Location700 in Rectangle 2"", ""coordinates"": [105.616325, 8.413146]}"
701,"{""name"": ""Location701 in Rectangle 1"", ""coordinates"": [102.753978, 19.522792]}","{""name"": ""Location701 in Rectangle 2"", ""coordinates"": [105.250125, 8.447717]}"
702,"{""name"": ""Location702 in Rectangle 1"", ""coordinates"": [99.102747, 20.082467]}","{""name"": ""Location702 in Rectangle 1"", ""coordinates"": [98.830798, 19.863931]}"
703,"{""name"": ""Location703 in Rectangle 2"", ""coordinates"": [102.77293, 8.451459]}","{""name"": ""Location703 in Rectangle 2"", ""coordinates"": [100.084222, 8.487136]}"
704,"{""name"": ""Location704 in Rectangle 1"", ""coordinates"": [100.256215, 19.923149]}","{""name"": ""Location704 in Rectangle 2"", ""coordinates"": [104.443429, 8.523729]}"
705,"{""name"": ""Location705 in Rectangle 1"", ""coordinates"": [99.631871, 19.865217]}","{""name"": ""Location705 in Rectangle 2"", ""coordinates"": [104.198288, 8.566197]}"
706,"{""name"": ""Location706 in Rectangle 2"", ""coordinates"": [102.428834, 8.408287]}","{""name"": ""Location706 in Rectangle 1"", ""coordinates"": [102.925603, 19.96249]}"
707,"{""name"": ""Location707 in Rectangle 2"", ""coordinates"": [102.697177, 8.450623]}","{""name"": ""Location707 in Rectangle 1"", ""coordinates"": [105.965357, 19.899454]}"
708,"{""name"": ""Location708 in Rectangle 2"", ""coordinates"": [102.5723, 8.398052]}","{""name"": ""Location708 in Rectangle 2"", ""coordinates"": [98.098272, 8.481131]}"
709,"{""name"": ""Location709 in Rectangle 1"", ""coordinates"": [98.839388, 19.657908]}","{""name"": ""Location709 in Rectangle 1"", ""coordinates"": [105.948289, 19.87391]}"
710,"{""name"": ""Location710 in Rectangle 2"", ""coordinates"": [102.652908, 8.592961]}","{""name"": ""Location710 in Rectangle 1"", ""coordinates"": [98.165311, 19.871299]}"
711,"{""name"": ""Location711 in Rectangle 1"", ""coordinates"": [98.953488, 19.544613]}","{""name"": ""Location711 in Rectangle 2"", ""coordinates"": [98.186936, 8.397105]}"
712,"{""name"": ""Location712 in Rectangle 1"", ""coordinates"": [104.551515, 19.554533]}","{""name"": ""Location712 in Rectangle 1"", ""coordinates"": [102.578335, 19.513079]}"
713,"{""name"": ""Location713 in Rectangle 2"", ""coordinates"": [104.03744, 8.569306]}","{""name"": ""Location713 in Rectangle 1"", ""coordinates"": [103.590692, 20.103791]}"
714,"{""name"": ""Location714 in Rectangle 1"", ""coordinates"": [100.83681, 19.793033]}","{""name"": ""Location714 in Rectangle 2"", ""coordinates"": [102.964686, 8.535341]}"
715,"{""name"": ""Location715 in Rectangle 2"", ""coordinates"": [105.382084, 8.45909]}","{""name"": ""Location715 in Rectangle 1"", ""coordinates"": [100.789295, 19.444141]}"
716,"{""name"": ""Location716 in Rectangle 2"", ""coordinates"": [99.476763, 8.510729]}","{""name"": ""Location716 in Rectangle 1"", ""coordinates"": [100.243864, 19.593483]}"
717,"{""name"": ""Location717 in Rectangle 1"", ""coordinates"": [99.375751, 19.589726]}","{""name"": ""Location717 in Rectangle 1"", ""coordinates"": [104.852975, 19.90645]}"
718,"{""name"": ""Location718 in Rectangle 2"", ""coordinates"": [97.895144, 8.395623]}","{""name"": ""Location718 in Rectangle 1"", ""coordinates"": [104.078028, 20.023262]}"
719,"{""name"": ""Location719 in Rectangle 1"", ""coordinates"": [99.346781, 19.692142]}","{""name"": ""Location719 in Rectangle 2"", ""coordinates"": [103.969667, 8.381406]}"
720,"{""name"": ""Location720 in Rectangle 2"", ""coordinates"": [99.414346, 8.413757]}","{""name"": ""Location720 in Rectangle 2"", ""coordinates"": [105.81187, 8.551964]}"
721,"{""name"": ""Location721 in Rectangle 2"", ""coordinates"": [98.197073, 8.577895]}","{""name"": ""Location721 in Rectangle 1"", ""coordinates"": [97.74944, 19.84908]}"
722,"{""name"": ""Location722 in Rectangle 1"", ""coordinates"": [98.485014, 19.974334]}","{""name"": ""Location722 in Rectangle 1"", ""coordinates"": [105.157769, 19.881657]}"
723,"{""name"": ""Location723 in Rectangle 2"", ""coordinates"": [103.114312, 8.528212]}","{""name"": ""Location723 in Rectangle 1"", ""coordinates"": [105.460933, 19.601673]}"
724,"{""name"": ""Location724 in Rectangle 1"", ""coordinates"": [100.693287, 20.081905]}","{""name"": ""Location724 in Rectangle 1"", ""coordinates"": [104.087854, 19.570302]}"
725,"{""name"": ""Location725 in Rectangle 1"", ""coordinates"": [101.956147, 20.0834]}","{""name"": ""Location725 in Rectangle 2"", ""coordinates"": [100.708281, 8.5885]}"
726,"{""name"": ""Location726 in Rectangle 1"", ""coordinates"": [101.744086, 20.027037]}","{""name"": ""Location726 in Rectangle 2"", ""coordinates"": [100.405921, 8.485549]}"
727,"{""name"": ""Location727 in Rectangle 1"", ""coordinates"": [105.348481, 19.587985]}","{""name"": ""Location727 in Rectangle 1"", ""coordinates"": [98.361372, 19.7017]}"
728,"{""name"": ""Location728 in Rectangle 2"", ""coordinates"": [100.640288, 8.556377]}","{""name"": ""Location728 in Rectangle 1"", ""coordinates"": [104.840705, 20.084346]}"
729,"{""name"": ""Location729 in Rectangle 1"", ""coordinates"": [98.428983, 20.068953]}","{""name"": ""Location729 in Rectangle 1"", ""coordinates"": [105.00547, 19.682723]}"
730,"{""name"": ""Location730 in Rectangle 1"", ""coordinates"": [103.998171, 19.6926]}","{""name"": ""Location730 in Rectangle 1"", ""coordinates"": [104.595519, 19.52198]}"
731,"{""name"": ""Location731 in Rectangle 1"", ""coordinates"": [103.994236, 20.056867]}","{""name"": ""Location731 in Rectangle 2"", ""coordinates"": [98.122138, 8.50195]}"
732,"{""name"": ""Location732 in Rectangle 2"", ""coordinates"": [105.752109, 8.536096]}","{""name"": ""Location732 in Rectangle 1"", ""coordinates"": [100.171267, 20.070073]}"
733,"{""name"": ""Location733 in Rectangle 1"", ""coordinates"": [97.846452, 19.928583]}","{""name"": ""Location733 in Rectangle 2"", ""coordinates"": [98.104606, 8.405041]}"
734,"{""name"": ""Location734 in Rectangle 2"", ""coordinates"": [97.641963, 8.430769]}","{""name"": ""Location734 in Rectangle 1"", ""coordinates"": [100.596465, 19.677004]}"
735,"{""name"": ""Location735 in Rectangle 1"", ""coordinates"": [101.925527, 19.494933]}","{""name"": ""Location735 in Rectangle 1"", ""coordinates"": [102.88724, 20.080749]}"
736,"{""name"": ""Location736 in Rectangle 1"", ""coordinates"": [105.01237, 19.587]}","{""name"": ""Location736 in Rectangle 2"", ""coordinates"": [105.70834, 8.592896]}"
737,"{""name"": ""Location737 in Rectangle 2"", ""coordinates"": [98.261828, 8.43308]}","{""name"": ""Location737 in Rectangle 2"", ""coordinates"": [99.253749, 8.540802]}"
738,"{""name"": ""Location738 in Rectangle 2"", ""coordinates"": [104.896747, 8.424337]}","{""name"": ""Location738 in Rectangle 1"", ""coordinates"": [106.374558, 19.585732]}"
739,"{""name"": ""Location739 in Rectangle 2"", ""coordinates"": [104.828532, 8.572878]}","{""name"": ""Location739 in Rectangle 2"", ""coordinates"": [100.116901, 8.544396]}"
740,"{""name"": ""Location740 in Rectangle 2"", ""coordinates"": [100.137104, 8.554512]}","{""name"": ""Location740 in Rectangle 2"", ""coordinates"": [97.229501, 8.419427]}"
741,"{""name"": ""Location741 in Rectangle 2"", ""coordinates"": [106.030937, 8.535693]}","{""name"": ""Location741 in Rectangle 2"", ""coordinates"": [103.227659, 8.595478]}"
742,"{""name"": ""Location742 in Rectangle 1"", ""coordinates"": [105.738534, 20.025473]}","{""name"": ""Location742 in Rectangle 1"", ""coordinates"": [100.746244, 20.000509]}"
743,"{""name"": ""Location743 in Rectangle 1"", ""coordinates"": [104.513398, 19.948621]}","{""name"": ""Location743 in Rectangle 2"", ""coordinates"": [103.857084, 8.595079]}"
744,"{""name"": ""Location744 in Rectangle 2"", ""coordinates"": [104.183371, 8.514855]}","{""name"": ""Location744 in Rectangle 1"", ""coordinates"": [105.566299, 19.542948]}"
745,"{""name"": ""Location745 in Rectangle 2"", ""coordinates"": [97.609387, 8.487869]}","{""name"": ""Location745 in Rectangle 1"", ""coordinates"": [97.828027, 19.631745]}"
746,"{""name"": ""Location746 in Rectangle 2"", ""coordinates"": [99.436686, 8.442205]}","{""name"": ""Location746 in Rectangle 1"", ""coordinates"": [98.718196, 19.764661]}"
747,"{""name"": ""Location747 in Rectangle 1"", ""coordinates"": [99.270177, 19.757499]}","{""name"": ""Location747 in Rectangle 2"", ""coordinates"": [97.642974, 8.50418]}"
748,"{""name"": ""Location748 in Rectangle 2"", ""coordinates"": [97.39323, 8.460598]}","{""name"": ""Location748 in Rectangle 1"", ""coordinates"": [102.544896, 19.661883]}"
749,"{""name"": ""Location749 in Rectangle 1"", ""coordinates"": [101.525325, 19.682046]}","{""name"": ""Location749 in Rectangle 2"", ""coordinates"": [101.742776, 8.54405]}"
750,"{""name"": ""Location750 in Rectangle 1"", ""coordinates"": [98.994343, 19.603804]}","{""name"": ""Location750 in Rectangle 2"", ""coordinates"": [103.299162, 8.431419]}"
751,"{""name"": ""Location751 in Rectangle 2"", ""coordinates"": [104.459222, 8.391882]}","{""name"": ""Location751 in Rectangle 2"", ""coordinates"": [99.136705, 8.45587]}"
752,"{""name"": ""Location752 in Rectangle 1"", ""coordinates"": [105.439693, 19.588971]}","{""name"": ""Location752 in Rectangle 2"", ""coordinates"": [99.791975, 8.524491]}"
753,"{""name"": ""Location753 in Rectangle 1"", ""coordinates"": [102.199934, 19.805448]}","{""name"": ""Location753 in Rectangle 1"", ""coordinates"": [101.301109, 19.981253]}"
754,"{""name"": ""Location754 in Rectangle 2"", ""coordinates"": [101.533548, 8.469314]}","{""name"": ""Location754 in Rectangle 1"", ""coordinates"": [98.68152, 19.876013]}"
755,"{""name"": ""Location755 in Rectangle 1"", ""coordinates"": [99.842603, 19.831707]}","{""name"": ""Location755 in Rectangle 1"", ""coordinates"": [105.302135, 19.518806]}"
756,"{""name"": ""Location756 in Rectangle 1"", ""coordinates"": [100.411368, 19.932795]}","{""name"": ""Location756 in Rectangle 1"", ""coordinates"": [103.54861, 19.919091]}"
757,"{""name"": ""Location757 in Rectangle 1"", ""coordinates"": [98.089679, 19.782597]}","{""name"": ""Location757 in Rectangle 1"", ""coordinates"": [98.933551, 19.620588]}"
758,"{""name"": ""Location758 in Rectangle 1"", ""coordinates"": [105.363362, 20.054366]}","{""name"": ""Location758 in Rectangle 2"", ""coordinates"": [104.927543, 8.465838]}"
759,"{""name"": ""Location759 in Rectangle 2"", ""coordinates"": [105.582843, 8.565743]}","{""name"": ""Location759 in Rectangle 2"", ""coordinates"": [97.627544, 8.48343]}"
760,"{""name"": ""Location760 in Rectangle 2"", ""coordinates"": [105.584416, 8.548839]}","{""name"": ""Location760 in Rectangle 2"", ""coordinates"": [105.234452, 8.493914]}"
761,"{""name"": ""Location761 in Rectangle 2"", ""coordinates"": [101.957704, 8.519587]}","{""name"": ""Location761 in Rectangle 2"", ""coordinates"": [100.995197, 8.479727]}"
762,"{""name"": ""Location762 in Rectangle 1"", ""coordinates"": [105.976802, 19.495999]}","{""name"": ""Location762 in Rectangle 1"", ""coordinates"": [106.092244, 19.56351]}"
763,"{""name"": ""Location763 in Rectangle 1"", ""coordinates"": [104.246239, 19.914144]}","{""name"": ""Location763 in Rectangle 2"", ""coordinates"": [98.003099, 8.544573]}"
764,"{""name"": ""Location764 in Rectangle 1"", ""coordinates"": [97.87925, 19.447867]}","{""name"": ""Location764 in Rectangle 1"", ""coordinates"": [98.730617, 19.986778]}"
765,"{""name"": ""Location765 in Rectangle 1"", ""coordinates"": [105.374765, 19.732009]}","{""name"": ""Location765 in Rectangle 1"", ""coordinates"": [98.209142, 19.641106]}"
766,"{""name"": ""Location766 in Rectangle 1"", ""coordinates"": [98.510085, 19.563088]}","{""name"": ""Location766 in Rectangle 2"", ""coordinates"": [102.585635, 8.455263]}"
767,"{""name"": ""Location767 in Rectangle 1"", ""coordinates"": [97.905887, 19.730471]}","{""name"": ""Location767 in Rectangle 1"", ""coordinates"": [99.528455, 19.917019]}"
768,"{""name"": ""Location768 in Rectangle 1"", ""coordinates"": [97.65681, 19.557495]}","{""name"": ""Location768 in Rectangle 1"", ""coordinates"": [105.740065, 19.519184]}"
769,"{""name"": ""Location769 in Rectangle 1"", ""coordinates"": [100.985266, 19.603566]}","{""name"": ""Location769 in Rectangle 2"", ""coordinates"": [101.092918, 8.392154]}"
770,"{""name"": ""Location770 in Rectangle 2"", ""coordinates"": [104.466067, 8.550552]}","{""name"": ""Location770 in Rectangle 1"", ""coordinates"": [104.052557, 19.518432]}"
771,"{""name"": ""Location771 in Rectangle 1"", ""coordinates"": [101.911947, 19.455942]}","{""name"": ""Location771 in Rectangle 1"", ""coordinates"": [104.486762, 19.905172]}"
772,"{""name"": ""Location772 in Rectangle 2"", ""coordinates"": [105.408921, 8.502756]}","{""name"": ""Location772 in Rectangle 1"", ""coordinates"": [100.201147, 19.860929]}"
773,"{""name"": ""Location773 in Rectangle 1"", ""coordinates"": [98.605903, 19.935039]}","{""name"": ""Location773 in Rectangle 1"", ""coordinates"": [98.532272, 20.093813]}"
774,"{""name"": ""Location774 in Rectangle 1"", ""coordinates"": [106.425698, 20.064521]}","{""name"": ""Location774 in Rectangle 1"", ""coordinates"": [100.199799, 19.900494]}"
